"companyid","yearmonth1","sentences","countvar1"
18511,"2017m5","And you saw from the slide that Simon put up the potential for future growth, so I wouldn't view the 16x as fixed, but I wouldn't try and formula in some sort of rate of improvement or increase in that.",1048
18511,"2017m5","Chris Brown from JPMorgan.",1048
18511,"2017m5","Just a quick question about post-year-end events.",1048
18511,"2017m5","I mean clearly there's been a lot of investment.",1048
18511,"2017m5","You've got a dividend to come out.",1048
18511,"2017m5","Has there been much from the realization front since 31st of March? Okay, if there are no more questions.",1048
18511,"2017m5","Thanks very much for coming.",1048
18511,"2017m5","Have a good day.",1048
18511,"2017m5","The other question I had was on what industries you're looking at in terms of forward investments.",1048
18511,"2017m5","Any particular thing that sort of -- industrial subsector that pops to mind? And then on the DCF, I said what we're trying to balance is fantastic performance to date, big potential for future growth, but also there is inherent risk in sort of rolling out in the way they're doing and the execution that we've got.",1048
18511,"2017m5","And for that reason, we wouldn't move it to a DCF basis in our books.",1048
18511,"2017m5","DCF is a very good reference point, especially to the extent people get concerned about the multiple that we're applying.",1048
18511,"2017m5","That gives us sort of confidence in how we're looking at that.",1048
18511,"2017m5","I think what we try to do is to give you as much visibility of how we're valuing it.",1048
18511,"2017m5","So to give you all of the components: The multiple we use, you will also find in the press release.",1048
18511,"2017m5","We've given you a sensitivity.",1048
18511,"2017m5","So one turn on the multiple would be GBP 135 million on our value.",1048
18511,"2017m5","And so you can measure it from that perspective, but I think DCF has definitely got its place.",1048
18511,"2017m5","And it's definitely a good reference point, but I don't imagine us moving to that method anytime soon.",1048
18511,"2017m5","Philip? There's a number of things going through.",1048
18511,"2017m5","I think of the order of about GBP 100 million is sort of coming in over the recent weeks.",1048
18511,"2017m5","It's that sort of thing in smaller initiatives.",1048
18511,"2017m5","And there are 1 or 2 big things beginning to move along in terms of realizations.",1048
18511,"2017m5","Adedapo Oguntade from Morgan Stanley.",1048
18511,"2017m5","Just 3 questions here.",1048
18511,"2017m5","So one, in terms of your investment for FY '18, it is very close to EUR 500 million.",1048
18511,"2017m5","What's your guidance [indiscernible] for the rest of the year? Two, also looking at your PE assets, it is down to 37 assets and 3 quoted holdings at any -- at the moment.",1048
18511,"2017m5","The last few years, you've had a situation of net -- pretty much net realizations -- or realizations have been up of your investments.",1048
18511,"2017m5","Going forward, what should we expect? And then the last question, this comes to Action: Given your long-term growth potential in Action and the earnings performance as well as the enormous white space available in Europe, do you think it will be better to apply this year? [indiscernible].",1048
18511,"2017m5","Arun Melmane, Macquarie.",1048
18511,"2017m5","Can just I ask? You sort of had a map of Action, and you sort of looked at the white spaces.",1048
18511,"2017m5","What gives you so much confidence that the white space in probably France and Germany is almost alike in terms of revenue potential? Or even if you extend that across Europe, why do you think the white spaces are same in terms of property as you would see in sort of the Holland or the old places that Action did so well in? We look at a variety of things.",1048
18511,"2017m5","You know that automotive often features prominently.",1048
18511,"2017m5","I think I mentioned disruptive retailing is another sector we're looking very closely at.",1048
18511,"2017m5","We've had a bit of a leaner time on, if you like, B2B businesses like [indiscernible].",1048
18511,"2017m5","We're looking harder at a number of those.",1048
18511,"2017m5","There's 1 or 2 interesting opportunities in the states.",1048
18511,"2017m5","I don't know if they will happen, but we're certainly looking at a bunch of things.",1048
18511,"2017m5","So it's the same themes that we're planning to do.",1048
18511,"2017m5","There's no change in that.",1048
18511,"2017m5","Do you have a question? And perhaps you could also talk a little bit about how -- when the board is looking at Action and the fact it was 30% of NAV, how do you think about in terms of the sort of risk versus reward of that situation? Well, I mean, we consider that position carefully.",1048
